Run,Generation,Fitness,Chromosome
11,486,440.4952264394498,"[-0.616421354486163, -0.13469487313242823, 1.0299386328539928, 0.8534687071784015, 0.3375055870114956, -0.800573202893986, -0.3990124272492901, -0.7049372290103797, 0.6147648826102889, 0.037311977448282185]"
12,492,228.07163211458416,"[-0.31971620250603827, 0.13935863983118413, 0.3040330355716625, 0.20819878596207353, -0.13455068820440363, 0.48375959216487363, 0.6722793648922663, 0.49766434633779255, -1.0316781188419073, 0.9683789655245629]"
13,404,496.5967548922387,"[-0.5989030169166325, 0.773288093158369, -0.7999977993177199, -0.2561757534575113, -0.09658085275520278, 0.21375369299351554, -0.12166436194450547, -1.2024925475238377, 1.7868401464220822, 3.620322914667912]"
14,458,666.6276796677496,"[-0.03945611654783576, -0.371903862558872, 0.6743602196552221, 0.6816958607876877, -0.39122983295967373, -0.27951652239557134, 0.9847529575116241, -0.7736840573216259, 1.7278003457381388, 2.8197433478716833]"
15,400,603.5915093695846,"[1.335950580687979, 0.9126954633982027, -0.8259499185733707, 0.5249486492372544, -0.10393222506066202, 0.11372950122753078, 0.5169285136377413, 0.49208523551453975, -0.267169014811393, -1.2332724386354847]"
16,456,990.6280892120719,"[0.5914250478847807, 0.8761314456155977, 0.1877177571260109, -0.9134813237143931, 1.2694081549139158, 0.17929046423159, -0.016031099518807324, 0.007590879040029641, 0.033698673267963386, -2.462046923784371]"
17,185,115.84067247295735,"[0.7126900208666882, 0.6327786868170344, 0.6148912702246969, 0.39046118850398415, 0.48044053453450797, -0.3114184378050924, 0.7621946779864404, 0.2041148397566852, -0.15566407867728937, 0.17946050638819422]"
18,394,754.3074751589485,"[-0.5905378424343191, -1.1319574515226782, 0.1757012818932262, 0.6629649621859137, 0.5857317929980725, 1.2791945254680037, 1.3580994293956552, 0.5732093898290449, 1.290195271925148, 1.307237347679969]"
19,371,907.1568559624,"[0.2774962933714269, -0.7845397222437249, 0.2637942575625205, -1.5604022043318797, 1.207208115481702, -0.2327984077753804, 0.1796228350040847, -0.36230465822486924, -0.5281659516544259, -0.35857119900869083]"
20,315,642.7669286265036,"[0.3968407518882886, 0.39149398467498386, -0.45156106329957346, -0.05139999446241106, 0.2206923443476736, 0.7716749130457607, -0.16547137302646675, -0.36522259997865714, -1.979048177861447, 3.821364436609147]"
21,281,942.4147395487078,"[0.4109471078578055, -0.5550247204647745, -0.10511686858359237, -0.5608256510987051, 0.9233378327030994, 0.597402172404899, 1.2344241468192703, 0.577000908852157, -1.4045346984425917, 3.749023277740446]"
22,180,579.3015816342885,"[1.4826435456895055, 1.5569162672933556, 1.0388868898810335, 0.3220889710877479, -0.6309327286171023, 0.9668286254911314, -0.11200873984348814, -0.6792141230285722, 0.15643611746552644, -0.5000342291995601]"
23,315,296.78392085655236,"[-0.46773210653091013, -0.06080146094076966, -0.460600587713083, -0.6857521981230823, 0.7226093052921945, -0.3262783317386173, 0.4065356666186233, 0.5588777265410769, 0.7016939694086748, -0.26953412767239815]"
24,425,532.6331446796277,"[-0.32724877099250094, 0.34731955798590963, -0.3608932852537592, 1.2300713670487724, 0.10256913432450787, 0.9282020020526138, 0.6264069825132905, 0.781346827704132, -0.047651062759687335, 0.5443353750913831]"
25,357,780.6640770099218,"[0.5783651990061731, -0.7128470708980137, -0.2907029900712921, -0.00260295404234423, 0.1011160569339653, 0.8695167633515402, 0.5382632775779372, 0.08590746613593048, -1.5656109593974477, 0.8356928802225037]"
26,211,700.474023547921,"[0.003969984803799953, 0.11642318519743888, -0.7590479477658088, 1.1818899621879666, 0.23367063923923226, -0.12377472177606919, -0.19302708525110024, -1.663845819523135, 2.475347514428308, 4.925254722197688]"
27,438,883.7878365101515,"[-0.5982280505237636, 1.5121302823536666, 0.11460165172944148, -0.1505579830514181, 0.30136957273453735, -1.029580264172787, 0.5316581986330391, -0.18888153611618552, 0.4060576736015795, -0.6564617346281372]"
28,255,715.2426079074187,"[0.48894742022134086, -0.3041323149395252, -1.061912230668229, 1.3524855277534638, 1.5785354144858275, 1.0431434196523632, 0.41843635387248224, 0.9965630558347751, -0.4533983567945086, 0.281264627858703]"
29,329,858.5393275254796,"[-1.0524605097746678, 1.4145576492679526, 0.9920946513024091, 0.7474775994835952, -0.6020982056897761, -1.1452594254263841, 0.7820605203171205, -0.2412239538332388, 1.6450708468321276, 3.0726257489977664]"
