Run,Generation,Individual,Fitness
0,0,0,66.80763841698568
0,0,1,102.10346072789247
0,0,2,55.78302462011888
0,0,3,81.65812602361329
0,0,4,82.51914052221055
0,0,5,68.32963926488978
0,0,6,75.97531211985304
0,0,7,67.07476192372073
0,0,8,88.2135708166987
0,0,9,57.658365046500144
0,0,10,60.00881522733882
0,0,11,50.30233829352642
0,0,12,66.88681890276851
0,0,13,76.6057647153461
0,0,14,57.899280295268824
0,0,15,119.99042222665159
0,0,16,119.73231086236385
0,0,17,37.31323301205851
0,0,18,50.79170731424807
0,0,19,95.20552070743442
0,1,0,37.31323301205851
0,1,1,46.70823271292428
0,1,2,50.19016615704501
0,1,3,54.96134138174495
0,1,4,57.53934173902672
0,1,5,63.46698612161478
0,1,6,66.55679629843428
0,1,7,68.54892972507675
0,1,8,71.9791553947027
0,1,9,73.86196346195237
0,1,10,73.88291725705741
0,1,11,74.0023311649822
0,1,12,77.74913113439729
0,1,13,80.26033832378941
0,1,14,81.6724655954625
0,1,15,82.56572618078508
0,1,16,83.18318889584346
0,1,17,97.2525310560468
0,1,18,98.48429401166703
0,1,19,98.59434696232307
0,2,0,37.31323301205851
0,2,1,34.437715944560495
0,2,2,41.708714843658655
0,2,3,54.27163702267202
0,2,4,57.92295915153539
0,2,5,57.92962939671579
0,2,6,60.06562657748125
0,2,7,60.123748100767806
0,2,8,63.58489392754612
0,2,9,63.82881502690764
0,2,10,66.4845793169969
0,2,11,66.96521918941698
0,2,12,67.27962975212222
0,2,13,73.49470911738601
0,2,14,77.27747605976124
0,2,15,79.34040053285038
0,2,16,84.56468361091514
0,2,17,85.6514583334435
0,2,18,91.68589077581709
0,2,19,103.4866062227174
0,3,0,34.437715944560495
0,3,1,33.52542209839681
0,3,2,43.48639267973112
0,3,3,51.3238221836079
0,3,4,58.66109144779858
0,3,5,61.10612370901782
0,3,6,61.82467415667784
0,3,7,66.20044080794159
0,3,8,69.42938310893327
0,3,9,71.75222326022471
0,3,10,75.48213626230333
0,3,11,75.6685106588335
0,3,12,76.6333385052626
0,3,13,80.00787391617573
0,3,14,82.94960434964335
0,3,15,84.7136920548025
0,3,16,93.69207062041964
0,3,17,95.82542276791312
0,3,18,98.14182633261046
0,3,19,103.51067857759412
0,4,0,33.52542209839681
0,4,1,31.18027110350199
0,4,2,47.402497589796496
0,4,3,50.34868507646976
0,4,4,52.6905040088627
0,4,5,53.126628940814676
0,4,6,56.409280526604434
0,4,7,60.504466595866276
0,4,8,61.2370107854452
0,4,9,63.83887889369514
0,4,10,67.79621266685388
0,4,11,69.99610974869506
0,4,12,71.81217746207282
0,4,13,72.71878128260154
0,4,14,75.28144767056884
0,4,15,76.90441220243666
0,4,16,86.17263688573071
0,4,17,96.01273056862998
0,4,18,96.84371486242823
0,4,19,100.34241066525158
0,5,0,31.18027110350199
0,5,1,36.94316433961299
0,5,2,44.53634304482966
0,5,3,46.31331031535059
0,5,4,46.949441270478104
0,5,5,54.13888030076672
0,5,6,55.65688251713335
0,5,7,61.50987429388382
0,5,8,62.65811255392493
0,5,9,64.19178511291399
0,5,10,67.28597017322518
0,5,11,72.68874996329782
0,5,12,73.58189094666965
0,5,13,78.55896633609038
0,5,14,85.44401438237746
0,5,15,93.04958088473148
0,5,16,94.37947579450376
0,5,17,96.77486436381442
0,5,18,102.3007934440653
0,5,19,102.59747371444615
0,6,0,31.18027110350199
0,6,1,45.65120847798073
0,6,2,47.14153080369288
0,6,3,50.42523043765802
0,6,4,52.51815479685401
0,6,5,53.28334597901862
0,6,6,53.878396558228594
0,6,7,60.49071145071087
0,6,8,62.24370280785374
0,6,9,62.838668153071794
0,6,10,63.85040379133925
0,6,11,64.50172501683788
0,6,12,66.43119026808236
0,6,13,66.65984267789088
0,6,14,67.23971039126484
0,6,15,72.7712948137968
0,6,16,83.23430873851872
0,6,17,87.16905916733808
0,6,18,92.57643068492712
0,6,19,97.3709497277922
0,7,0,31.18027110350199
0,7,1,35.91456461975259
0,7,2,39.63235479570548
0,7,3,42.87593297116357
0,7,4,47.07110780717022
0,7,5,52.05135450571121
0,7,6,57.03496027064244
0,7,7,57.14507931426951
0,7,8,63.14014620182997
0,7,9,71.29387918812147
0,7,10,74.68672176851784
0,7,11,79.52222233519457
0,7,12,82.51712958869791
0,7,13,83.63672681938641
0,7,14,83.83364878703212
0,7,15,84.43028647932589
0,7,16,88.98806611890221
0,7,17,95.30639119678847
0,7,18,102.7039957963048
0,7,19,105.70976298070195
0,8,0,31.18027110350199
0,8,1,39.99268111891581
0,8,2,46.18002280521548
0,8,3,47.374245019480284
0,8,4,47.565689044953494
0,8,5,47.884888634210355
0,8,6,48.45992027320878
0,8,7,52.25648174423518
0,8,8,59.538414802037124
0,8,9,62.04152225988067
0,8,10,63.15919810504537
0,8,11,64.17275151405629
0,8,12,67.56490033825567
0,8,13,69.94850284086083
0,8,14,71.3747678961114
0,8,15,74.65705721375842
0,8,16,88.82903302735737
0,8,17,89.48203430306586
0,8,18,89.50107969659035
0,8,19,102.62095525070599
0,9,0,31.18027110350199
0,9,1,22.38149348352311
0,9,2,32.55634996530337
0,9,3,43.32058696929848
0,9,4,48.31351077364863
