Run,Generation,Fitness,Chromosome
20,540,-3.625304572144832,"[0.38170170047345703, 0.002446762212116836, -0.3906930397488261, 0.3155535347980738, -0.37569609194463643, -0.07644729336866521, 0.11104417115726598, -0.03407951875878135, 0.0631666508909447, -0.020165573437663436, -0.14859531551820743, -0.05815542181606201, -0.01798865622135115, 0.20025598052331042, 0.06150078877355025, -0.2867334544937823, 0.2646751362044459, 0.1517430274610623, 0.1048166039654502, 0.20886027409707936, 0.031787336347239924, 0.2507685332273221, 0.7393224684975733, 0.22259133369037074, 0.008307311700435376, 0.2389377410823529, 0.16867464211618782, 0.1465966544354069, 0.07379141053258101, 0.09168673484453409, 0.5194524560557372, 0.10815855444355299, 0.29202159414368895, 0.2343885047625728, 0.3908626796068972, 0.44387148870923826, 1.5125783692041843, 0.007250333108360608, 0.1307076505358246, 0.9061627473999766]"
21,4308,-3.367727753186359,"[0.44244978285070313, -0.29707028612865705, 0.2502495853387309, 0.35767248421539244, 0.25299295543207767, 0.04527340709310679, 0.05824065305748216, 0.004613436351993322, -0.032939163574252, -0.18272512494753448, 0.05318078068666339, -0.31667779457866907, -0.10962355130230605, 0.012352914770409062, 0.32580840821616897, -0.07884556093197737, 0.3450458802166604, 0.1357644742138871, 0.29143960574271327, 0.07680767065056818, 0.2741975215293439, 0.4426742068268956, 3.099105739453244, 0.7189339371433501, 0.6903854819498768, 0.12036283187209952, 1.2264741979340639, 1.3666002426383428, 0.048054847296703444, 2.792923434889177, 0.14132592006763575, 0.23135224659665532, 2.6520044781884744, 2.1815906904331777, 1.5928890138699088, 0.9473597925361759, 0.26541698830991767, 0.5856853732001238, 0.038275762324493555, 0.049663095999873154]"
22,3277,-2.968658845294193,"[-0.6854475969795253, 0.43995415155248435, -0.4843439179515512, 0.21075976893482873, -0.07663227421721808, -0.16070473868544122, -0.08368136218613806, 0.11658630535631072, 0.016144393701013632, 0.04712012959712189, 0.4900946000106136, 0.24420042812736248, 0.05215638299400174, 0.09475340993206065, 0.08346664348759612, -0.21506400109173046, 0.06823682458920344, -0.3315113827036772, -0.22053028569169003, 0.17835688136466554, 0.9938175474034249, 0.20505133723890306, 1.0896367629410382, 0.301534573096346, 0.2292532230448834, 0.5059901786382539, 0.10501045988926624, 2.5417718391613846, 1.1516293777737014, 0.6617109343726689, 0.025699917037210335, 0.16210881062478477, 0.018701099129965853, 0.16338735756580314, 0.021779558070179717, 10.861096514529523, 0.4731437632159646, 1.0999576338093695, 0.6951694661138867, 3.7319200127615066]"
23,4085,-3.8248266525781087,"[0.30472659157319115, -0.4257424284668203, 0.03886278292145165, 0.13947171474966052, -0.30384764280026777, -0.10205927231326793, -0.026655476732689712, -0.04329939514996066, 0.30790636312473185, 0.03120395434430219, -0.1037756085579285, -0.008065897999949882, -0.1343359725716975, -0.2424680506752631, 0.2582791680539245, 0.3532704645050447, 0.09739536150707369, 0.19844690841965446, -0.16831251530333008, 0.13109693399418568, 0.06811970641910418, 0.005347935659944739, 1.264215828105907, 0.7867743693683673, 0.7963670058840785, 0.0004828013375552563, 0.06990704759418065, 1.4646984459276615, 1.7155985203075172, 0.034634964181468594, 0.3658021406881146, 0.05324306381438643, 0.059477431517159535, 0.05138565124593368, 0.3071557658192813, 0.008551096310662167, 0.05225938869143567, 1.5603708540859427, 0.7245475949996536, 0.09425509600150817]"
24,288,-3.5346747068601427,"[-0.6537358260936185, -0.21613117358455614, 0.10255149642432611, -0.1374350728719903, 0.18882706182502404, -0.2503841617550916, 0.29217877573904505, -0.3674895736508166, -0.00711683801598717, -0.004911667731983371, -0.34200887816094905, -0.11949656061076355, -0.1372495035250474, 0.33536817274784325, 0.07733294862991247, 0.03842768547994446, 0.045124853618023264, -0.1770567336465258, 0.17730994739687364, 0.1895859986115483, 0.07240761522745306, 0.4009784121588044, 1.6408783715529904, 1.1637210289230446, 2.0679653618321425, 0.37205096035750734, 0.7511036277358404, 3.068362335600321, 0.613474782417388, 0.2622285383467852, 0.22172665057594568, 2.414032047779923, 0.23224300431832334, 2.7190744159072167, 0.1553662696729374, 0.02288944521814614, 2.933392713686858, 2.8954207894333686, 1.0649684078842618, 0.717173736830338]"
25,844,-3.7461457283715256,"[0.1554505976435169, -0.084555001171494, 0.2780960797304939, -0.15000416942144654, -0.07290635056809723, 0.1355631432362664, 0.17431576732263482, 0.09512018247230047, -0.06623707539095258, -0.1668817301944346, 0.11764139922498479, -0.11035278045983182, -0.2595833040361444, -0.025487682714547863, -0.3312716374225617, 0.26013130058827544, -0.22089339703970975, -0.11248445671168028, 0.03667488664542495, 0.23348539958010772, 6.486394134794197, 0.8222125586483876, 0.19819683418796044, 0.4636999211746355, 0.19772338442518803, 0.1970557683632143, 0.901543646593929, 0.1650918342588428, 0.2949847147332671, 0.3029003646138999, 0.03558893725041638, 1.3565656985480012, 0.1390021160927258, 0.3092152596291978, 0.15319068927801516, 0.4731817619649954, 0.9453715153074265, 14.27308394590939, 0.41300374152304753, 0.2658264173337511]"
26,4789,-3.5303458827527257,"[-0.037407570122095446, -0.44072155869235746, 0.2724259183536892, 0.19586439290762514, -0.3938900474787687, 0.007897349226104286, -0.22400245160330878, 0.20603760917748043, 0.06964613006068443, 0.06650619250446771, 0.08012895212550863, -0.11748431482253847, -0.02561114384622451, -0.12619243850348155, 0.1656018806001923, -0.08081209206707107, 0.1974314024912603, 0.23894485084218867, -0.013279115369484992, 0.07192139996693708, 0.5919749041161241, 0.44224984971170256, 0.035767038148714625, 0.08215312164973217, 0.11572222651828527, 0.0734701145283134, 1.7614812433929359, 4.530794928983106, 4.612931979880443, 0.03387139461530846, 0.008805316626896346, 0.2139146232846593, 0.02953207229207602, 0.34650936799573456, 0.3278359145908861, 0.5843822798589579, 0.4221873065867371, 0.122031324401489, 0.763294610654157, 0.10221434032240258]"
27,4408,-3.060528703442243,"[0.18046857977722455, 0.07903307631795682, -0.05798905422824267, 0.013022393188178355, -0.15913153734033736, -0.03415705805007846, -0.09116844595293637, -0.4822424829526777, -0.18414844840180628, -0.07462791789289452, 0.19449697437485136, 0.2047396610348043, -0.02452741913067899, -0.0073064366940644694, -0.11345482664953102, -0.08394469847913902, 0.3660845697302161, -0.056408101918006694, -0.175362270148262, -0.04849042080507679, 0.24558665442803668, 0.22205702631096874, 0.031880445944406526, 14.619740867672736, 9.340431179997783, 0.19675873737761487, 0.19376581049527697, 0.002123001180358553, 0.033484052973298505, 0.2790621824648725, 0.11129404228467654, 0.5249421966972015, 0.9053524971968226, 0.033264090763034965, 0.5614772725388242, 0.19966091952204346, 1.0068456446979495, 0.5273907190189266, 0.12245820782876378, 2.486722979362735]"
28,3305,-3.7017451970803426,"[-0.27569998987090577, -0.3505010817890964, -0.3364376245042126, -0.10485581172272125, 0.01996343174248469, -0.024720858664458056, -0.04344553201457446, -0.2489698701979604, 0.01345790885861231, 0.014280292683568174, -0.14468993173951683, -0.3018815883591627, 0.127379307117543, 0.051217050921579244, -0.06951865371876562, 0.2433486137494535, 0.17328550835150963, -0.09095108494889648, 0.16283359697452288, -0.006537670508489246, 1.0493735558043749, 0.0964244895825557, 0.2925452615686832, 0.11109060828591273, 3.4344087123221105, 2.0555999339619664, 1.1966368872828135, 0.013032548755454655, 1.5525443982297034, 5.935952284457148, 2.8761218606514727, 2.9417854675499955, 0.05458308676792756, 0.08851312575553263, 0.14159140113452548, 0.023540662471040905, 0.2403239447433243, 0.5963154919021619, 1.0055021195364782, 0.14806575610440506]"
29,2982,-3.2548107089939533,"[-0.3182500387909026, 0.5925217518513054, -0.439132816279846, 0.2571524056057784, 0.03621783172316423, 0.04284386015723407, 0.14516276946633566, -0.1753645527739714, 0.26374789728176007, 0.09397469518936688, -0.31347874067434733, -0.13322920578219116, -0.06100562790067965, 0.11287906555386196, -0.196168848526236, -0.006198730736052829, -0.02600347846863646, -0.005953034962094546, 0.24634509638265847, -0.15129007436087388, 4.226714301718062, 0.6144550493598406, 1.2215066212047205, 0.36290263025726494, 0.9425761876965051, 0.15875457819546906, 1.0369865893584105, 0.6605003832972842, 0.3935468216704842, 0.3348368304985415, 1.8014112617953792, 0.23899016984331753, 1.7989043656069437, 0.2462964324584967, 8.147907539367006, 0.09478351206417782, 0.2229433312607227, 0.26439646756053004, 0.03311097207968875, 1.1626856026393675]"
