Run,Generation,Individual,Fitness
0,0,0,82.22838774698931
0,0,1,66.33161630709459
0,0,2,52.70485948111092
0,0,3,124.70712091678196
0,0,4,76.13758805705307
0,0,5,100.72967936027445
0,0,6,132.9327887274113
0,0,7,63.00526927633937
0,0,8,90.20008836980466
0,0,9,109.4325117528532
0,0,10,49.34086018020785
0,0,11,104.10695559124369
0,0,12,95.07129765784639
0,0,13,72.6857462182547
0,0,14,63.13826533143382
0,0,15,144.7929420718017
0,0,16,52.89352185786545
0,0,17,87.21690416820802
0,0,18,35.35724619980126
0,0,19,88.69151110783034
0,1,0,35.35724619980126
0,1,1,33.29937972270879
0,1,2,38.21199348960735
0,1,3,42.356196415830425
0,1,4,52.8290632029222
0,1,5,56.04761729901948
0,1,6,65.75949020738362
0,1,7,66.69258142595365
0,1,8,70.85125720530371
0,1,9,70.99694745542152
0,1,10,73.88195040164639
0,1,11,75.01048147013462
0,1,12,76.34761064944915
0,1,13,77.35432104657617
0,1,14,79.28388642125213
0,1,15,84.84131845093002
0,1,16,90.34374088596411
0,1,17,97.02987234834488
0,1,18,98.1697639893326
0,1,19,98.33991688979341
0,2,0,33.29937972270879
0,2,1,32.898472671306386
0,2,2,43.8822742004764
0,2,3,44.852888397022305
0,2,4,45.036736428114814
0,2,5,46.25079988050645
0,2,6,48.23516842584024
0,2,7,56.6896653939218
0,2,8,57.55542815126091
0,2,9,58.14995680404243
0,2,10,59.63976880192873
0,2,11,60.997150581534804
0,2,12,63.957961579317065
0,2,13,64.54623382922789
0,2,14,68.42103076538946
0,2,15,68.59701120452067
0,2,16,68.87881590595477
0,2,17,70.54202510931013
0,2,18,87.36000813774127
0,2,19,88.9040580626695
0,3,0,32.898472671306386
0,3,1,31.26431724909802
0,3,2,39.78374271881097
0,3,3,41.28629209389435
0,3,4,44.13919922821893
0,3,5,45.428997692982385
0,3,6,45.75792764490961
0,3,7,49.16574663066099
0,3,8,54.77126522393986
0,3,9,66.38168848216745
0,3,10,66.69932708259681
0,3,11,68.16240738428498
0,3,12,68.17241035887568
0,3,13,74.14510736600417
0,3,14,77.26158248008777
0,3,15,77.56521930497776
0,3,16,80.68418240443722
0,3,17,81.10461408197942
0,3,18,101.94576158894759
0,3,19,124.13551128057661
0,4,0,31.26431724909802
0,4,1,38.01689480987214
0,4,2,44.20044535575838
0,4,3,47.3511147772407
0,4,4,48.64962041154767
0,4,5,50.04859021956205
0,4,6,50.52754724153015
0,4,7,52.23618230789528
0,4,8,54.364662325490855
0,4,9,55.072376345400485
0,4,10,55.743892036541496
0,4,11,58.00376959685183
0,4,12,59.825840865839226
0,4,13,65.81771389844465
0,4,14,67.26856971941503
0,4,15,69.44303129601036
0,4,16,81.68659846777274
0,4,17,88.95997188900178
0,4,18,93.83167813474913
0,4,19,96.06502147638471
0,5,0,31.26431724909802
0,5,1,40.39054452682917
0,5,2,45.45847466782769
0,5,3,45.858940767919435
0,5,4,46.50223232454548
0,5,5,61.899180710438856
0,5,6,65.53829729232055
0,5,7,68.7858675360206
0,5,8,71.15344646558802
0,5,9,76.81750596434296
0,5,10,78.61321713062469
0,5,11,81.60474340797657
0,5,12,85.04045524647032
0,5,13,87.10022244466558
0,5,14,90.70280875137959
0,5,15,96.82310913523109
0,5,16,97.34308799621354
0,5,17,102.64860382218133
0,5,18,108.99941487466704
0,5,19,109.28241321878248
0,6,0,31.26431724909802
0,6,1,20.971943172783885
0,6,2,23.62142541371133
0,6,3,28.000205197812498
0,6,4,28.010966487948625
0,6,5,37.57654109406288
0,6,6,39.46931077146833
0,6,7,42.31637546155804
0,6,8,47.65571033530435
0,6,9,50.65452710634083
0,6,10,53.02998674710948
0,6,11,55.23432796141013
0,6,12,58.67753167968972
0,6,13,61.948232700624175
0,6,14,63.42843358518674
0,6,15,63.45937166244915
0,6,16,64.71044697685868
0,6,17,72.87499213584066
0,6,18,74.94000546964836
0,6,19,80.72221720711907
0,7,0,20.971943172783885
0,7,1,25.02391651957414
0,7,2,27.670256261280763
0,7,3,29.88501611363377
0,7,4,31.374071022692537
0,7,5,39.023058824299106
0,7,6,39.622395788597736
0,7,7,40.79641012156088
0,7,8,44.061361471960986
0,7,9,44.521383349181065
