Run,Generation,Fitness,Chromosome
0,382,1.5386188048106486,"[0.5356428789763346, -0.5439686110006374, -0.35076052162616544, 0.5628393648948934, -0.21929365703314996, -0.4571966945605115, -0.3317595763079762, -0.31266497585508884, -0.22504474708315125, 0.019877115777246435, 1.2422664284099367, 0.8086829710587101, 0.8531581121288645, 0.6640597779541507, 1.5540864497027762, 0.5387955860954473, 0.29216440735865346, 1.8299858591039357, 0.6985233390482819, 1.2009181176535337]"
1,165,1.4125660382643404,"[-0.15717195928663522, 0.24266353638264326, -0.26714539588409875, 0.273513043831278, 0.2749643388264461, -0.636777740474387, -0.13730276909996508, -0.06778201319605148, -0.4373150030401969, -0.6978676320845393, 0.8817345746209696, 0.8602671197657664, 0.6252164071149997, 1.8695090430958619, 0.9996050483725426, 0.4981390872248415, 0.5265563577842268, 2.2091283828755026, 0.8223249342899885, 1.1546225442874594]"
2,430,2.377799522141037,"[-0.7459410541680458, 0.021580906612726436, -0.37135632446162975, 0.12104949271632537, -0.5717344312666941, -0.7369982167817075, 0.01904400934962719, 0.4631342176002053, -0.47344105062120845, 0.5994148757414182, 0.6749308628018688, 1.1542165591305145, 0.6684041826194307, 1.3963491880918149, 1.5829090797089609, 0.6429614635346095, 1.0238319503900926, 1.404291193155424, 1.2411133320276402, 2.2498294687991085]"
